event_type,start_time,start_price,end_time,end_price,duration,length,speed,theta,num
-1,1.14712E+12,0.683600008,1.14714E+12,0.683000028,2400,8.78E-04,3.66E-07,0.25,253
0,1.14714E+12,0.683000028,1.14717E+12,0.684700012,3114,0.002488996,7.99E-07,0.25,254
1,1.14717E+12,0.684700012,1.14724E+12,0.6875,6882,0.004089364,5.94E-07,0.25,255
0,1.14724E+12,0.6875,1.14727E+12,0.685800016,2718,0.002472704,9.10E-07,0.25,256
-1,1.14727E+12,0.685800016,1.14733E+12,0.680999994,5880,0.006999157,1.19E-06,0.25,257
0,1.14733E+12,0.680999994,1.14733E+12,0.682600021,714,0.002349526,3.29E-06,0.25,258
1,1.14733E+12,0.682600021,1.1474E+12,0.683300018,6696,0.001025486,1.53E-07,0.25,259
0,1.1474E+12,0.683300018,1.14741E+12,0.681599975,672,0.00248799,3.70E-06,0.25,260
-1,1.14741E+12,0.681599975,1.14742E+12,0.680199981,1722,0.002053982,1.19E-06,0.25,261
0,1.14742E+12,0.680199981,1.14743E+12,0.681900024,402,0.002499329,6.22E-06,0.25,262
1,1.14743E+12,0.681900024,1.14762E+12,0.683099985,19488,0.001759731,9.03E-08,0.25,263
0,1.14762E+12,0.683099985,1.14766E+12,0.681200027,3642,0.002781376,7.64E-07,0.25,264
-1,1.14766E+12,0.681200027,1.14774E+12,0.680199981,8256,0.001468066,1.78E-07,0.25,265
0,1.14774E+12,0.680199981,1.14775E+12,0.681800008,1014,0.002352289,2.32E-06,0.25,266
1,1.14775E+12,0.681800008,1.14775E+12,0.682099998,24,4.40E-04,1.83E-05,0.25,267
